"Date","Price","Open","High","Low","Vol.","Change %"
"12/01/2017","45.88","45.80","46.48","44.92","207.95M","0.24%"
"11/01/2017","45.77","45.75","47.48","45.03","217.68M","-0.46%"
"10/01/2017","45.98","45.05","46.79","44.74","192.36M","2.16%"
"09/01/2017","45.01","45.64","46.98","44.38","198.00M","-1.19%"
"08/01/2017","45.55","45.97","46.34","45.25","208.67M","-0.63%"
"07/01/2017","45.84","45.11","46.42","44.15","195.37M","2.21%"
"06/01/2017","44.85","45.45","46.06","44.65","241.61M","-1.36%"
"05/01/2017","45.47","43.15","45.70","43.10","250.59M","5.38%"
"04/01/2017","43.15","42.58","43.79","42.27","232.47M","1.67%"
"03/01/2017","42.44","42.01","42.70","41.74","339.19M","1.14%"
"02/01/2017","41.96","41.52","42.15","40.22","333.98M","0.94%"
"01/01/2017","41.57","41.50","42.25","40.69","240.34M","0.27%"
"12/01/2016","41.46","40.31","42.22","39.88","283.87M","2.75%"
"11/01/2016","40.35","42.40","42.98","40.35","316.57M","-4.83%"
"10/01/2016","42.40","42.31","43.03","41.40","264.84M","0.19%"
"09/01/2016","42.32","43.21","43.83","41.85","251.09M","-2.56%"
"08/01/2016","43.43","43.69","44.33","43.08","235.12M","-0.46%"
"07/01/2016","43.63","45.32","45.94","43.10","236.07M","-3.75%"
"06/01/2016","45.33","44.60","46.01","43.31","265.52M","1.64%"
"05/01/2016","44.60","44.57","45.90","43.94","230.30M","-0.45%"
"04/01/2016","44.80","46.14","47.13","42.87","317.34M","-3.43%"
"03/01/2016","46.39","43.38","46.88","43.17","347.24M","7.56%"
"02/01/2016","43.13","42.60","44.18","41.90","304.13M","0.49%"
"01/01/2016","42.92","42.34","43.26","40.75","317.92M","-0.09%"
"12/01/2015","42.96","42.73","43.91","41.97","286.67M","0.80%"
"11/01/2015","42.62","42.32","43.60","41.34","252.13M","0.64%"
"10/01/2015","42.35","40.22","43.85","39.36","366.57M","5.56%"
"09/01/2015","40.12","38.67","40.23","37.84","347.28M","2.03%"
"08/01/2015","39.32","40.85","42.25","36.56","343.08M","-4.28%"
"07/01/2015","41.08","39.38","41.60","39.22","268.10M","4.72%"
"06/01/2015","39.23","41.36","41.40","39.12","288.29M","-4.22%"
"05/01/2015","40.96","40.58","41.69","40.39","230.59M","0.99%"
"04/01/2015","40.56","40.79","41.61","40.10","284.02M","0.02%"
"03/01/2015","40.55","43.12","43.28","39.61","370.74M","-6.35%"
"02/01/2015","43.30","41.21","43.66","40.90","291.65M","5.17%"
"01/01/2015","41.17","42.26","43.83","41.11","293.09M","-2.49%"
"12/01/2014","42.22","44.18","44.76","39.80","326.89M","-5.82%"
"11/01/2014","44.83","41.79","45.00","41.59","254.12M","7.04%"
"10/01/2014","41.88","42.55","44.87","40.10","529.89M","-1.83%"
"09/01/2014","42.66","41.52","42.81","41.18","314.88M","2.25%"
"08/01/2014","41.72","39.13","41.75","39.06","247.90M","6.18%"
"07/01/2014","39.29","42.39","42.57","39.25","282.95M","-7.25%"
"06/01/2014","42.36","40.75","42.49","40.15","281.98M","3.54%"
"05/01/2014","40.91","40.79","41.22","40.26","213.64M","0.29%"
"04/01/2014","40.79","38.53","41.28","38.04","382.74M","5.51%"
"03/01/2014","38.66","37.88","39.03","37.85","349.30M","1.20%"
"02/01/2014","38.20","38.02","39.02","36.89","385.79M","1.00%"
"01/01/2014","37.82","41.12","41.23","37.72","289.69M","-8.45%"
"12/01/2013","41.31","40.10","41.39","38.87","301.18M","2.79%"
"11/01/2013","40.19","39.57","40.88","39.22","267.97M","1.57%"
"10/01/2013","39.57","38.00","39.96","36.83","379.01M","4.46%"
"09/01/2013","37.88","38.27","39.67","37.75","301.11M","-0.79%"
"08/01/2013","38.18","40.40","40.75","37.80","296.83M","-4.74%"
"07/01/2013","40.08","40.50","41.25","39.50","260.96M","-0.07%"
"06/01/2013","40.11","39.95","41.73","38.97","305.84M","0.30%"
"05/01/2013","39.99","42.15","43.43","39.99","288.27M","-5.53%"
"04/01/2013","42.33","40.39","42.96","39.77","317.86M","4.67%"
"03/01/2013","40.44","38.49","40.70","38.45","288.49M","4.44%"
"02/01/2013","38.72","37.54","39.06","36.54","324.98M","3.97%"
"01/01/2013","37.24","36.99","37.87","36.52","302.79M","2.73%"
"12/01/2012","36.25","37.90","37.99","35.58","269.66M","-4.40%"
"11/01/2012","37.92","37.15","37.98","35.86","261.47M","1.99%"
"10/01/2012","37.18","38.16","38.83","36.54","293.84M","-1.98%"
"09/01/2012","37.93","37.52","39.00","37.11","469.62M","1.42%"
"08/01/2012","37.40","40.48","40.62","37.13","287.85M","-7.43%"
"07/01/2012","40.40","39.05","40.66","38.05","289.05M","3.35%"
"06/01/2012","39.09","36.99","39.09","36.28","279.61M","4.60%"
"05/01/2012","37.37","38.27","38.87","36.73","335.45M","-2.07%"
"04/01/2012","38.16","36.91","38.91","35.91","290.99M","3.11%"
"03/01/2012","37.01","34.94","37.20","34.25","410.27M","5.95%"
"02/01/2012","34.93","33.94","34.99","33.71","287.69M","3.44%"
"01/01/2012","33.77","35.08","35.35","33.28","300.26M","-3.46%"
"12/01/2011","34.98","33.50","35.15","32.94","309.58M","4.05%"
"11/01/2011","33.62","33.56","34.41","32.37","338.58M","-1.58%"
"10/01/2011","34.16","33.30","34.55","31.67","406.52M","1.12%"
"09/01/2011","33.78","35.05","35.88","33.31","517.27M","-4.12%"
"08/01/2011","35.23","34.25","35.38","31.80","647.95M","3.59%"
"07/01/2011","34.01","33.51","34.91","33.30","325.49M","1.07%"
"06/01/2011","33.65","33.30","33.74","32.22","349.28M","0.72%"
"05/01/2011","33.41","33.88","34.38","33.15","278.79M","-0.95%"
"04/01/2011","33.73","33.45","34.23","32.91","303.83M","1.69%"
"03/01/2011","33.17","32.14","33.42","30.64","431.62M","3.79%"
"02/01/2011","31.96","31.44","32.38","31.07","315.12M","1.69%"
"01/01/2011","31.43","32.94","32.94","30.95","366.84M","-4.41%"
"12/01/2010","32.88","31.97","32.94","31.85","407.19M","4.08%"
"11/01/2010","31.59","30.68","32.31","30.61","440.51M","3.03%"
"10/01/2010","30.66","29.52","30.88","29.26","387.30M","4.78%"
"09/01/2010","29.26","28.19","29.61","28.14","348.19M","4.72%"
"08/01/2010","27.94","27.91","28.70","27.46","390.28M","1.42%"
"07/01/2010","27.55","25.15","27.65","24.73","373.37M","9.94%"
"06/01/2010","25.06","25.56","26.54","25.00","484.72M","-2.49%"
"05/01/2010","25.70","26.86","27.10","24.97","529.15M","-3.85%"
"04/01/2010","26.73","27.68","27.78","26.28","443.86M","-2.80%"
"03/01/2010","27.50","26.61","27.68","26.39","535.74M","4.32%"
"02/01/2010","26.36","27.25","27.96","26.11","458.04M","-2.80%"
"01/01/2010","27.12","28.58","28.72","26.85","385.41M","-4.84%"
"12/01/2009","28.50","28.80","29.73","28.16","385.78M","-0.35%"
"11/01/2009","28.60","26.75","29.21","26.39","328.05M","7.28%"
"10/01/2009","26.66","26.70","27.75","26.36","419.93M","-0.71%"
"09/01/2009","26.85","24.36","27.06","24.19","616.18M","10.09%"
"08/01/2009","24.39","25.02","25.07","23.71","354.41M","-2.13%"
"07/01/2009","24.92","24.24","25.52","24.01","432.56M","3.83%"
"06/01/2009","24.00","24.62","24.97","23.59","505.43M","-2.36%"
"05/01/2009","24.58","21.57","24.58","21.09","547.93M","14.22%"
"04/01/2009","21.52","21.88","22.91","21.00","461.52M","-2.09%"
"03/01/2009","21.98","20.23","22.60","18.72","623.14M","7.59%"
"02/01/2009","20.43","21.11","22.23","20.14","490.82M","-4.35%"
"01/01/2009","21.36","22.70","23.00","20.78","460.37M","-5.65%"
"12/01/2008","22.64","23.09","23.53","21.47","568.58M","-3.37%"
"11/01/2008","23.43","22.25","23.64","20.25","583.11M","6.35%"
"10/01/2008","22.03","26.31","27.50","20.14","929.02M","-16.68%"
"09/01/2008","26.44","26.11","27.89","24.93","606.21M","1.54%"
"08/01/2008","26.04","25.97","27.92","25.87","379.45M","1.13%"
"07/01/2008","25.75","25.96","26.45","24.72","619.68M","-0.92%"
"06/01/2008","25.99","28.52","29.30","25.72","559.00M","-9.22%"
"05/01/2008","28.63","29.30","29.75","27.91","441.36M","-2.72%"
"04/01/2008","29.43","30.50","30.92","29.18","395.19M","-3.29%"
"03/01/2008","30.43","29.18","30.95","28.38","386.21M","4.11%"
"02/01/2008","29.23","29.64","30.25","28.66","377.55M","-0.92%"
"01/01/2008","29.50","30.73","32.80","28.25","551.21M","-3.85%"
"12/01/2007","30.68","31.05","32.16","30.61","302.70M","-1.19%"
"11/01/2007","31.05","30.82","31.72","29.82","386.57M","0.55%"
"10/01/2007","30.88","28.80","31.07","28.46","368.86M","7.48%"
"09/01/2007","28.73","26.84","28.89","26.60","337.88M","6.84%"
"08/01/2007","26.89","26.18","28.43","26.09","464.97M","3.22%"
"07/01/2007","26.05","26.32","27.25","25.89","419.59M","-0.42%"
"06/01/2007","26.16","26.50","26.57","25.52","408.72M","-1.28%"
"05/01/2007","26.50","26.09","26.82","25.57","412.55M","1.57%"
"04/01/2007","26.09","24.10","26.18","24.02","414.57M","8.71%"
"03/01/2007","24.00","23.21","24.25","22.89","498.86M","2.83%"
"02/01/2007","23.34","24.00","24.27","22.78","329.92M","-2.51%"
"01/01/2007","23.94","24.18","24.50","23.75","248.20M","-0.75%"
"12/01/2006","24.12","23.32","24.68","23.11","310.24M","3.03%"
"11/01/2006","23.41","23.37","23.68","23.08","303.15M","0.21%"
"10/01/2006","23.36","22.45","23.75","21.86","386.95M","4.57%"
"09/01/2006","22.34","22.49","22.57","21.97","204.09M","-0.31%"
"08/01/2006","22.41","22.25","22.70","21.74","208.46M","0.72%"
"07/01/2006","22.25","21.60","22.39","21.18","251.85M","3.44%"
"06/01/2006","21.51","21.99","22.07","21.14","289.29M","-2.32%"
"05/01/2006","22.02","21.05","22.38","20.90","352.05M","4.96%"
"04/01/2006","20.98","21.05","21.12","20.43","219.26M","0.24%"
"03/01/2006","20.93","20.95","21.50","20.79","288.18M","-0.24%"
"02/01/2006","20.98","20.59","21.29","20.26","268.56M","1.40%"
"01/01/2006","20.69","20.39","21.00","19.68","283.96M","2.63%"
"12/01/2005","20.16","21.35","21.52","20.16","273.07M","-5.53%"
"11/01/2005","21.34","21.31","21.64","20.93","234.84M","-0.23%"
"10/01/2005","21.39","21.61","21.80","20.64","271.49M","-0.93%"
"09/01/2005","21.59","21.91","22.36","20.93","282.28M","-1.86%"
"08/01/2005","22.00","22.00","22.38","21.55","237.54M","0.55%"
"07/01/2005","21.88","20.98","22.30","20.70","246.73M","4.79%"
"06/01/2005","20.88","22.27","22.46","20.84","222.07M","-6.45%"
"05/01/2005","22.32","21.75","22.63","21.62","205.35M","2.76%"
"04/01/2005","21.72","20.91","21.75","20.37","279.31M","4.22%"
"03/01/2005","20.84","21.40","21.93","20.45","269.84M","-2.62%"
"02/01/2005","21.40","20.75","22.07","20.57","239.27M","3.13%"
"01/01/2005","20.75","20.95","21.00","20.27","236.15M","-0.34%"
"12/01/2004","20.82","19.73","20.95","19.65","298.06M","5.90%"
"11/01/2004","19.66","20.35","20.87","19.61","309.81M","-3.30%"
"10/01/2004","20.33","20.24","20.57","19.15","285.02M","1.55%"
"09/01/2004","20.02","22.40","22.94","19.61","404.80M","-10.47%"
"08/01/2004","22.36","21.89","22.45","21.53","222.80M","1.96%"
"07/01/2004","21.93","25.25","25.70","21.40","285.89M","-13.11%"
"06/01/2004","25.24","25.60","26.38","25.05","173.39M","-1.71%"
"05/01/2004","25.68","25.32","25.79","24.59","188.47M","1.54%"
"04/01/2004","25.29","25.24","26.75","24.89","235.60M","0.56%"
"03/01/2004","25.15","24.86","25.30","23.79","283.31M","0.68%"
"02/01/2004","24.98","24.50","26.39","24.46","199.65M","1.46%"
"01/01/2004","24.62","25.40","25.50","24.32","189.12M","-2.99%"
"12/01/2003","25.38","23.32","25.45","23.20","226.12M","9.16%"
"11/01/2003","23.25","23.20","23.59","23.06","133.17M","0.22%"
"10/01/2003","23.20","21.50","23.20","21.50","217.29M","8.01%"
"09/01/2003","21.48","21.71","22.62","21.27","225.82M","-1.29%"
"08/01/2003","21.76","22.25","22.62","21.60","154.85M","-3.20%"
"07/01/2003","22.48","23.12","23.32","21.14","286.34M","-3.10%"
"06/01/2003","23.20","22.97","24.17","22.67","203.24M","1.80%"
"05/01/2003","22.79","20.20","22.98","19.72","240.58M","12.82%"
"04/01/2003","20.20","20.25","21.43","19.50","238.56M","-0.20%"
"03/01/2003","20.24","20.08","21.15","18.50","268.99M","0.65%"
"02/01/2003","20.11","20.27","20.76","19.43","205.75M","-0.59%"
"01/01/2003","20.23","22.07","23.00","19.57","249.24M","-7.71%"
"12/01/2002","21.92","23.09","23.45","21.45","227.61M","-3.94%"
"11/01/2002","22.82","23.24","23.58","22.11","225.49M","-1.81%"
"10/01/2002","23.24","24.20","26.55","22.29","317.24M","-3.09%"
"09/01/2002","23.98","25.20","25.80","23.21","181.05M","-5.96%"
"08/01/2002","25.50","24.93","26.70","23.77","193.28M","2.12%"
"07/01/2002","24.97","28.12","28.75","21.80","355.22M","-10.82%"
"06/01/2002","28.00","27.45","28.73","26.48","200.84M","0.79%"
"05/01/2002","27.78","27.88","28.95","26.90","179.02M","0.11%"
"04/01/2002","27.75","26.00","28.02","25.75","194.79M","6.20%"
"03/01/2002","26.13","23.48","26.34","23.18","211.95M","10.25%"
"02/01/2002","23.70","21.88","24.00","21.85","183.29M","8.32%"
"01/01/2002","21.88","23.40","23.82","21.75","249.58M","-7.17%"
"12/01/2001","23.57","23.18","24.40","22.73","176.90M","0.38%"
"11/01/2001","23.48","23.70","25.23","23.23","137.90M","-1.92%"
"10/01/2001","23.94","23.25","24.75","22.00","233.48M","2.18%"
"09/01/2001","23.43","24.46","25.35","22.62","215.32M","-3.74%"
"08/01/2001","24.34","22.35","24.93","21.75","203.29M","9.15%"
"07/01/2001","22.30","22.39","23.60","21.82","146.44M","-0.89%"
"06/01/2001","22.50","23.73","23.95","21.30","187.51M","-5.06%"
"05/01/2001","23.70","23.15","24.68","22.30","166.73M","2.64%"
"04/01/2001","23.09","22.70","24.23","21.18","187.11M","2.26%"
"03/01/2001","22.58","26.74","26.95","21.88","260.54M","-14.86%"
"02/01/2001","26.52","28.62","30.50","25.70","178.17M","-8.55%"
"01/01/2001","29.00","30.16","31.09","27.59","174.49M","-4.82%"
"12/01/2000","30.47","31.03","31.69","26.75","193.25M","-2.68%"
"11/01/2000","31.31","30.41","31.53","27.62","188.72M","3.71%"
"10/01/2000","30.19","27.75","30.47","26.88","180.46M","9.54%"
"09/01/2000","27.56","27.00","28.53","24.59","197.23M","4.71%"
"08/01/2000","26.32","30.91","32.00","25.75","170.69M","-14.16%"
"07/01/2000","30.66","29.06","31.50","27.62","160.37M","6.75%"
"06/01/2000","28.72","26.59","30.44","25.53","219.21M","7.61%"
"05/01/2000","26.69","23.31","27.50","22.97","229.04M","13.00%"
"04/01/2000","23.62","23.72","26.19","22.38","239.81M","0.64%"
"03/01/2000","23.47","24.59","25.91","21.44","303.74M","-3.46%"
"02/01/2000","24.31","28.88","29.19","23.78","189.93M","-15.36%"
"01/01/2000","28.72","28.66","33.44","27.62","224.51M","-1.37%"
"12/01/1999","29.12","33.34","34.50","28.69","230.91M","-13.49%"
"11/01/1999","33.66","29.12","34.22","28.03","172.72M","14.10%"
"10/01/1999","29.50","24.12","29.69","23.66","218.29M","22.31%"
"09/01/1999","24.12","29.91","30.25","23.97","215.85M","-19.36%"
"08/01/1999","29.91","30.06","31.22","28.78","135.17M","-1.22%"
"07/01/1999","30.28","31.31","32.75","30.12","139.71M","-2.32%"
"06/01/1999","31.00","34.12","34.94","30.19","176.96M","-9.49%"
"05/01/1999","34.25","33.62","35.44","32.16","133.33M","0.65%"
"04/01/1999","34.03","30.69","34.72","28.81","192.37M","10.88%"
"03/01/1999","30.69","31.62","34.97","30.41","208.99M","-3.91%"
"02/01/1999","31.94","32.66","32.94","30.66","143.68M","-2.20%"
"01/01/1999","32.66","33.38","35.19","29.78","179.45M","-2.51%"
"12/01/1998","33.50","34.91","35.25","30.97","152.67M","-4.37%"
"11/01/1998","35.03","34.12","37.72","34.03","110.90M","3.70%"
"10/01/1998","33.78","28.12","35.31","27.69","195.70M","17.25%"
"09/01/1998","28.81","33.38","34.94","26.81","268.53M","-11.52%"
"08/01/1998","32.56","40.31","41.81","32.53","184.25M","-19.11%"
"07/01/1998","40.25","42.84","44.47","39.69","115.40M","-5.85%"
"06/01/1998","42.75","39.31","43.41","38.88","139.91M","9.08%"
"05/01/1998","39.19","38.06","40.47","37.41","98.40M","3.29%"
"04/01/1998","37.94","38.75","40.69","35.94","131.55M","-2.01%"
"03/01/1998","38.72","34.19","39.66","33.78","140.53M","12.85%"
"02/01/1998","34.31","32.72","34.91","32.62","96.54M","5.96%"
"01/01/1998","32.38","33.38","33.50","31.12","124.72M","-2.88%"
"12/01/1997","33.34","31.44","33.59","31.12","140.25M","6.69%"
"11/01/1997","31.25","28.56","32.16","27.81","133.24M","10.39%"
"10/01/1997","28.31","30.62","32.12","25.00","203.23M","-7.18%"
"09/01/1997","30.50","28.81","31.56","27.53","172.56M","6.42%"
"08/01/1997","28.66","34.44","35.00","28.56","217.94M","-17.07%"
"07/01/1997","34.56","34.25","35.97","33.88","131.74M","1.65%"
"06/01/1997","34.00","34.12","36.31","33.06","121.57M","-0.73%"
"05/01/1997","34.25","31.50","34.50","31.06","124.61M","7.67%"
"04/01/1997","31.81","27.62","31.88","26.38","151.06M","14.10%"
"03/01/1997","27.88","30.25","31.12","27.62","142.60M","-8.59%"
"02/01/1997","30.50","29.19","31.62","28.50","122.01M","5.39%"
"01/01/1997","28.94","26.06","30.12","25.56","160.48M","10.00%"